"We will notify you by email as soon as the review is completed.","審査は通常注文確定後2営業日程度で完了します。審査完了次第メールにてお知らせいたします。"
"Under Review","審査中"
"Order Denied","審査中"
"Thank you for your order from %store_name. Your order contains text that needs to be reviewed.","%store_nameへのご注文ありがとうございます。ご注文のMyラベルには、審査が必要なテキストが含まれています。"
"The text entered in your order need to be reviewed, so no payment will be made until it is approved. If the text is not approved, the order will be cancelled. In case of cancellation, all products included in this order will be subject to cancellation.","Myラベルに入力頂いたテキストは審査が必要となるため、運営事務局により承認されるまで、決済は発生しません。テキストが承認されなかった場合、本注文はキャンセルとなります。キャンセルの場合、Myラベル製品だけでなく本注文に含まれるすべての製品がキャンセル対象となります。"
"The review is usually completed in about 2 business days after the order is confirmed. We will notify you by email as soon as the review is completed.","審査は通常注文確定後2営業日程度で完了します。審査完了次第メールにてお知らせいたします。"
"Add Another Line +","1行追加する"
"Remove Line","１行削除する"
"Thank you for your purchase!","ありがとうございます",module,Magento_Checkout
"The symbol you entered is not allowed","ご入力された記号は使用できません"
"Delivery Cycle","お届けサイクル"
"Shipping Guideline","発送目安"
"Ships within 2~3 days","2~3日以内に発送（休業日を除く）"
"Time of payment","支払時期"
"Regular payment schedule","ご注文時に1回目、2回目以降より発送時"
"One Week","1週"
"One Time","に1回"
"The order cannot proceed","カートへ入れることができません。"
"Cannot be included in the package","ご選択の商品はカートに入っている商品と同梱することができない為、カートへ進むことができません。"
"Please empty cart","カートを「空」にしてから再度ご選択ください。"
"Cannot go to purchase page","注文を進めることが出来ません。"
"Cannot go to the purchase page if the product is included in the package","ご選択の商品は同時に注文を進めることが出来ません。"
"Please empty your cart before ordering","お手数ですが、カートを「空」にしてから個別にご注文ください。"
"Go to cart","カートにすすむ"
"Added","追加されました。"
"New Account Registration","新規アカウント登録はこちら"
"Buy as a guest","ゲストとして購入する"
"Account Creation and Ordering","アカウント作成とご注文"
"New Member Registration and Ordering","新規会員登録とご注文"
"Sign In","サインイン"
"delivery text","お支払い方法とご注文の確認"
"My billing and shipping address are the same","請求先住所"
"This coupon is for registered members only","本クーポンは会員登録者限定のため<span class=""coupon-area-color"" id=""scroll-login-section"">ログイン</span>いただくか<a href=""/customer/account/create/"" class=""coupon-area-color"">新規会員登録</a>をお願いします。"
"You must login to use the coupon code you entered. Please login and try again.","入力されたクーポンコードの利用にはログインが必須です。ログインの上、再度お試しください。"
"has been added","が追加されました。"
